dessiné dessinée
dessoudé dessoudée
dessoûlé dessoûlée
desséchant desséchante
desséché desséchée
destin destine
destinateur destinatrice
destiné destinée
destitué destituée
destructeur destructrice
destructif destructive
devancé devancée
devenu devenue
devin devine
devine devinette
devineur devineresse
devins devinsse
deviné devinée
devis devise
diable diablesse
diables diablesse
diabolisé diabolisée
diagnosticien diagnosticienne
diagnostiqueur diagnostiqueuse
diagonal diagonale
dialectal dialectale
dialecticien dialecticienne
dialogué dialoguée
dialysé dialysée
diamant diamante
diamantin diamantine
diamanté diamantée
diapré diaprée
dictateur dictatrice
dictatorial dictatoriale
dicté dictée
dieu déesse
diffamateur diffamatrice
diffamé diffamée
diffus diffuse
diffusé diffusée
différencié différenciée
différent différente
différentiel différentielle
différé différée
digest digeste
digestif digestive
digital digitale
digéré digérée
dilapidé dilapidée
dilaté dilatée
diligent diligente
diluvien diluvienne
dilué diluée
dimensionnel dimensionnelle
diminué diminuée
dindon dindonne
diplômé diplômée
direct directe
directeur directrice
directif directive
directionnel directionnelle
directorial directoriale
dirigeant dirigeante
dirigé dirigée
discal discale
discipliné disciplinée
discontinu discontinue
discordant discordante
discourtois discourtoise
discret discrète
discrédit discrédite
discrédité discréditée
discutailler discutailleuse
discutailleur discutailleuse
discuté discutée
dise disette
disert diserte
diseur diseuse
disgracier disgracieuse
disgracieux disgracieuse
disgracié disgraciée
disjoint disjointe
disjoncté disjonctée
disloqué disloquée
disparais disparaisse
disparaissant disparaissante
disparu disparue
dispendieux dispendieuse
dispensateur dispensatrice
dispensé dispensée
dispersé dispersée
dispos dispose
disposé disposée
disproportionné disproportionnée
disputé disputée
disqualifié disqualifiée
disque disquette
dissident dissidente
dissimulateur dissimulatrice
dissimulé dissimulée
dissipé dissipée
dissociatif dissociative
dissocié dissociée
dissolu dissolue
dissolvant dissolvante
dissout dissoute
dissuadé dissuadée
dissuasif dissuasive
disséminé disséminée
disséqué disséquée
distal distale
distancé distancée
distant distante
distend distende
distendu distendue
distillé distillée
distinct distincte
distinctif distinctive
distingué distinguée
distordu distordue
distrait distraite
distrayant distrayante
distributeur distributrice
distribué distribuée
divergent divergente
divers diverse
diversifié diversifiée
diverti divertie
divertissant divertissante
divin divine
divinisé divinisée
diviser diviseuse
diviseur diviseuse
divisé divisée
divorcé divorcée
divulgué divulguée
dizain dizaine
diététicien diététicienne
docteur docteure
doctoral doctorale
doctorant doctorante
doctrinal doctrinale
document documente
documenté documentée
dodelinant dodelinante
dodu dodue
dolent dolente
domanial domaniale
domestiqué domestiquée
domicilié domiciliée
dominant dominante
dominateur dominatrice
dominicain dominicaine
dominical dominicale
dominé dominée
dompter dompteuse
dompteur dompteuse
dompté domptée
donateur donatrice
donner donneuse
donneur donneuse
donné donnée
dopé dopée
dorloté dorlotée
dormant dormante
dormeur dormeuse
dorsal dorsale
doré dorée
dossier dossière
dosé dosée
doté dotée
douanier douanière
double doublette
doubler doubleuse
doublet doublette
doubleur doubleuse
doublé doublée
douce doucette
doucereux doucereuse
doucet doucette
douché douchée
doucin doucine
douille douillette
douillet douillette
douillé douillée
douloureux douloureuse
douter douteuse
douteux douteuse
douté doutée
doué douée
doyen doyenne
draconien draconienne
dragon dragonne
draguer dragueuse
dragueur dragueuse
dragué draguée
drain draine
dramatisé dramatisée
drapé drapée
dresser dresseuse
dresseur dresseuse
dressé dressée
drill drille
drivé drivée
drogué droguée
droit droite
droitier droitière
drossé drossée
druide druidesse
druides druidesse
drôle drôlesse
drôles drôlesse
drôlet drôlette
dubitatif dubitative
ducal ducale
dune dunette
duodénal duodénale
dupé dupée
durci durcie
durcis durcisse
durit durite
duré durée
duveteux duveteuse
duveté duvetée
dynamisé dynamisée
dynamité dynamitée
déambulant déambulante
déballé déballée
débaptisé débaptisée
débarbouille débarbouillette
débarbouillé débarbouillée
débarqué débarquée
débarras débarrasse
débarrassé débarrassée
débat débatte
débattu débattue
débauché débauchée
débecté débectée
débilitant débilitante
débilité débilitée
débit débite
débitant débitante
débiteur débitrice
débité débitée
déblai déblaie
déblayé déblayée
débloqué débloquée
déboisé déboisée
débord déborde
débordant débordante
débordé débordée
débouché débouchée
déboulonné déboulonnée
débourré débourrée
débours débourse
déboussolé déboussolée
déboutonné déboutonnée
débouté déboutée
déboîté déboîtée
débraillé débraillée
débranché débranchée
débrayé débrayée
débridé débridée
débriefé débriefée
débrouillard débrouillarde
débrouillé débrouillée
débroussailler débroussailleuse
débusqué débusquée
début débute
débutant débutante
débuté débutée
décacheté décachetée
décadent décadente
décaféiné décaféinée
décalcifié décalcifiée
décalotté décalottée
décalqué décalquée
décalé décalée
décanté décantée
décapant décapante
décapité décapitée
décapoté décapotée
décapsulé décapsulée
décapé décapée
décarcassé décarcassée
décati décatie
décelé décelée
décennal décennale
décent décente
décentralisé décentralisée
décerné décernée
décevant décevante
déchargé déchargée
décharné décharnée
déchaussé déchaussée
déchaîné déchaînée
déchiffré déchiffrée
déchiqueter déchiqueteuse
déchiqueteur déchiqueteuse
déchiqueté déchiquetée
déchirant déchirante
déchiré déchirée
déchu déchue
décidé décidée
décimal décimale
décimé décimée
décisif décisive
déclamé déclamée
déclarant déclarante
déclaré déclarée
déclassé déclassée
déclenché déclenchée
déclin décline
déclinant déclinante
décliné déclinée
décloué déclouée
décoché décochée
décoder décodeuse
décodeur décodeuse
décodé décodée
décoiffé décoiffée
décolleté décolletée
décollé décollée
décoloré décolorée
décommandé décommandée
décomposé décomposée
déconcentré déconcentrée
déconcertant déconcertante
déconcerté déconcertée
déconfit déconfite
décongelé décongelée
décongestion décongestionne
déconnecté déconnectée
déconner déconneuse
déconneur déconneuse
déconseillé déconseillée
déconsidéré déconsidérée
décontenancé décontenancée
décontract décontracte
décontracté décontractée
décor décore
décorateur décoratrice
décoratif décorative
décortiqué décortiquée
décoré décorée
découper découpeuse
découpeur découpeuse
découplé découplée
découpé découpée
décourageant décourageante
découragé découragée
décousu décousue
découvert découverte
découvreur découvreuse
découvris découvrisse
décret décrète
décrit décrite
décrié décriée
décroché décrochée
décroissant décroissante
décru décrue
décrépi décrépite
décrépit décrépite
décrété décrétée
déculotté déculottée
décuplé décuplée
décédé décédée
décérébré décérébrée
dédaigner dédaigneuse
dédaigneux dédaigneuse
dédaigné dédaignée
dédain dédaigne
dédicacé dédicacée
dédit dédite
dédié dédiée
dédommagé dédommagée
dédoré dédorée
dédouané dédouanée
dédoublé dédoublée
déductif déductive
déduis déduise
déduit déduite
défaillant défaillante
défait défaite
défavorisé défavorisée
défectueux défectueuse
défend défende
défendeur défenderesse
défendu défendue
défenestré défenestrée
défens défense
défenseur défenseuse
défensif défensive
déferlant déferlante
défi défie
défiant défiante
déficient déficiente
défiguré défigurée
défilé défilée
défini définie
définis définisse
définitif définitive
défié défiée
défloré déflorée
défoncer défonceuse
défoncé défoncée
déformant déformante
déformé déformée
défraîchi défraîchie
défriché défrichée
défroqué défroquée
défunt défunte
déférent déférente
dégagé dégagée
déganté dégantée
dégarni dégarnie
dégauchi dégauchie
dégauchis dégauchisse
dégelé dégelée
dégingandé dégingandée
déglingué déglinguée
dégluti déglutie
dégommé dégommée
dégonflé dégonflée
dégorgé dégorgée
dégoté dégotée
dégoulinant dégoulinante
dégoupillé dégoupillée
dégourdi dégourdie
dégourdis dégourdisse
dégouttant dégouttante
dégoût dégoûte
dégoûtant dégoûtante
dégoûté dégoûtée
dégradant dégradante
dégradé dégradée
dégrafé dégrafée
dégraissant dégraissante
dégringolé dégringolée
dégrisé dégrisée
dégrossi dégrossie
déguenillé déguenillée
déguerpis déguerpisse
déguisé déguisée
dégustateur dégustatrice
dégusté dégustée
dégénératif dégénérative
dégénéré dégénérée
déhanché déhanchée
déhotté déhottée
déjanté déjantée
déjeté déjetée
déjoué déjouée
délabré délabrée
délai délaite
délais délaisse
délaissé délaissée
délassant délassante
délateur délatrice
délavé délavée
délayé délayée
délesté délestée
délibéré délibérée
délicat délicate
délicate délicatesse
délicates délicatesse
délicieux délicieuse
délictueux délictueuse
délimité délimitée
délinquant délinquante
déliquescent déliquescente
délirant délirante
délit délite
délité délitée
délivré délivrée
délié déliée
délogé délogée
déloyal déloyale
déluré délurée
délégué déléguée
démagnétisé démagnétisée
démantelé démantelée
démantibulé démantibulée
démaquillant démaquillante
démaquillé démaquillée
démarcher démarcheuse
démarcheur démarcheuse
démarqué démarquée
démarré démarrée
démasqué démasquée
démembré démembrée
dément démente
démenti démentie
démentiel démentielle
démené démenée
démerdé démerdée
démesuré démesurée
démet démette
démeublé démeublée
déminé déminée
démis démise
démission démissionne
démodé démodée
démoli démolie
démolis démolisse
démolisseur démolisseuse
démon démone
démonstrateur démonstratrice
démonstratif démonstrative
démonteur démonteuse
démontré démontrée
démonté démontée
démoralisant démoralisante
démoralisé démoralisée
démultiplié démultipliée
démuni démunie
démystificateur démystificatrice
démâté démâtée
déménager déménageuse
déménageur déménageuse
déménagé déménagée
dénaturé dénaturée
déni dénie
dénicher dénicheuse
dénicheur dénicheuse
déniché dénichée
dénigrant dénigrante
dénommé dénommée
dénonciateur dénonciatrice
dénoncé dénoncée
dénoué dénouée
dénudé dénudée
dénué dénuée
dépanner dépanneuse
dépanneur dépanneuse
dépanné dépannée
dépareillé dépareillée
déparié dépariée
départemental départementale
départi départie
dépassé dépassée
dépaysant dépaysante
dépaysé dépaysée
dépecé dépecée
dépeigné dépeignée
dépeint dépeinte
dépenaillé dépenaillée
dépend dépende
dépendant dépendante
dépens dépense
dépensier dépensière
dépensé dépensée
dépersonnalisé dépersonnalisée
dépeuplé dépeuplée
déphasé déphasée
dépité dépitée
déplacé déplacée
déplais déplaise
déplaisant déplaisante
dépliant dépliante
déplié dépliée
déploré déplorée
déployé déployée
déplumé déplumée
dépoilé dépoilée
dépoitraillé dépoitraillée
dépoli dépolie
déport déporte
déporté déportée
dépossédé dépossédée
déposé déposée
dépouillé dépouillée
dépourvu dépourvue
dépravé dépravée
dépressif dépressive
déprimant déprimante
déprimé déprimée
déprogrammé déprogrammée
déprécié dépréciée
dépucelé dépucelée
député députée
dépéris dépérisse
dépêché dépêchée
dépêtré dépêtrée
déraciné déracinée
déraison déraisonne
dérangeant dérangeante
dérangé dérangée
dératisé dératisée
dérivant dérivante
dérivé dérivée
dérober dérobeuse
dérobé dérobée
dérouillé dérouillée
dérouler dérouleuse
dérouleur dérouleuse
déroulé déroulée
déroutant déroutante
dérouté déroutée
déréglé déréglée
désabusé désabusée
désaccordé désaccordée
désacralisé désacralisée
désactivé désactivée
désaffecté désaffectée
désagrégé désagrégée
désaltérant désaltérante
désamorcé désamorcée
désappointé désappointée
désapprobateur désapprobatrice
désapprouvé désapprouvée
désarmant désarmante
désarmé désarmée
désarticulé désarticulée
désarçonné désarçonnée
désastreux désastreuse
désavantager désavantageuse
désavoué désavouée
désaxé désaxée
désemparé désemparée
désenchanté désenchantée
désentravé désentravée
désert déserte
déserté désertée
désespérant désespérante
désespéré désespérée
déshabillé déshabillée
déshabité déshabitée
désherbé désherbée
déshonorant déshonorante
déshonoré déshonorée
déshumanisant déshumanisante
déshumanisé déshumanisée
déshydraté déshydratée
déshérité déshéritée
désigné désignée
désincarné désincarnée
désinfectant désinfectante
désinfecté désinfectée
désintoxiqué désintoxiquée
désintégré désintégrée
désintéressé désintéressée
désir désire
désirant désirante
désirer désireuse
désireux désireuse
désiré désirée
désisté désistée
désobligeant désobligeante
désobéis désobéisse
désobéissant désobéissante
désodorisant désodorisante
désoeuvré désoeuvrée
désolant désolante
désolé désolée
désopilant désopilante
désordonné désordonnée
désorganisé désorganisée
désorienté désorientée
désossé désossée
déstabilisant déstabilisante
déstabilisé déstabilisée
désuni désunie
désunis désunisse
déséquilibré déséquilibrée
détaché détachée
détail détaille
détaillant détaillante
détaillé détaillée
détecté détectée
déteint déteinte
dételé dételée
détend détende
détendu détendue
détenteur détentrice
détenu détenue
déterminant déterminante
déterminé déterminée
déterrer déterreuse
déterreur déterreuse
déterré déterrée
détesté détestée
détonant détonante
détourné détournée
détraqué détraquée
détrempé détrempée
détrompé détrompée
détruis détruise
détruit détruite
détrôné détrônée
détérioré détériorée
dévalisé dévalisée
dévalorisé dévalorisée
dévalué dévaluée
dévalé dévalée
dévastateur dévastatrice
dévasté dévastée
développeur développeuse
développé développée
dévergondé dévergondée
déverrouillé déverrouillée
déversé déversée
déviant déviante
dévidé dévidée
dévisagé dévisagée
dévissé dévissée
dévié déviée
dévoilé dévoilée
dévolu dévolue
dévonien dévonienne
dévorant dévorante
dévorateur dévoratrice
dévorer dévoreuse
dévoreur dévoreuse
dévoré dévorée
dévot dévote
dévoué dévouée
dévoyé dévoyée
dévêtu dévêtue
déçu déçue
dîne dînette
dîner dîneuse
dîneur dîneuse
ecchymosé ecchymosée
effacé effacée
effarant effarante
effarouché effarouchée
effaré effarée
effectif effective
effectué effectuée
effervescent effervescente
effeuiller effeuilleuse
effeuillé effeuillée
efficient efficiente
effiloché effilochée
effilé effilée
efflanqué efflanquée
effleuré effleurée
effondré effondrée
efforcé efforcée
effrangé effrangée
effrayant effrayante
effrayé effrayée
effrité effritée
effronté effrontée
effréné effrénée
efféminé efféminée
emballer emballeuse
emballeur emballeuse
emballé emballée
embarqué embarquée
embarras embarrasse
embarrassant embarrassante
embarrassé embarrassée
embastillé embastillée
embauché embauchée
embaumer embaumeuse
embaumeur embaumeuse
embaumé embaumée
embelli embellie
emberlificoté emberlificotée
emblavé emblavée
embobiné embobinée
embossé embossée
embouché embouchée
embourbé embourbée
embouteillé embouteillée
embouti emboutie
emboutisseur emboutisseuse
emboîté emboîtée
embrasser embrasseuse
embrasseur embrasseuse
embrassé embrassée
embrasé embrasée
embrayé embrayée
embrigadé embrigadée
embringué embringuée
embroché embrochée
embrouillé embrouillée
embroussaillé embroussaillée
embrumé embrumée
embu embue
embusqué embusquée
embué embuée
embêtant embêtante
embêté embêtée
emmagasiné emmagasinée
emmailloté emmaillotée
emmanché emmanchée
emmené emmenée
emmerdant emmerdante
emmerder emmerdeuse
emmerdeur emmerdeuse
emmerdé emmerdée
emmitouflé emmitouflée
emmuré emmurée
emmêlé emmêlée
empaillé empaillée
empalé empalée
empanaché empanachée
empaqueté empaquetée
emparé emparée
empereur impératrice
empesté empestée
empesé empesée
empierré empierrée
empilé empilée
empiré empirée
emplafonné emplafonnée
empli emplie
emploi emploie
employeur employeuse
employé employée
emplumé emplumée
empoché empochée
empoigné empoignée
empois empoisse
empoisonnant empoisonnante
empoisonner empoisonneuse
empoisonneur empoisonneuse
empoisonné empoisonnée
emport emporte
emporté emportée
empoté empotée
empourpré empourprée
empoussiéré empoussiérée
empreint empreinte
empressé empressée
emprisonné emprisonnée
emprunt emprunte
emprunteur emprunteuse
emprunté empruntée
empuanti empuantie
empuantis empuantisse
empâté empâtée
empêcher empêcheuse
empêcheur empêcheuse
empêché empêchée
empêtré empêtrée
enamouré enamourée
encadreur encadreuse
encadré encadrée
encagé encagée
encaissé encaissée
encapuchonné encapuchonnée
encastré encastrée
encaustiqué encaustiquée
enceint enceinte
encens encense
encerclé encerclée
enchanteur enchanteresse
enchanté enchantée
enchaîné enchaînée
enchevêtré enchevêtrée
enchristé enchristée
enchâssé enchâssée
enchérisseur enchérisseuse
enclavé enclavée
enclenché enclenchée
enclin encline
enclos enclose
encodé encodée
encollé encollée
encombrant encombrante
encombré encombrée
encor encore
encordé encordée
encorné encornée
encourageant encourageante
encouragé encouragée
encouru encourue
encrassé encrassée
encroûté encroûtée
encré encrée
enculeur enculeuse
enculé enculée
endetté endettée
endeuillé endeuillée
endiablé endiablée
endiamanté endiamantée
endigué endiguée
endimanché endimanchée
endocrinien endocrinienne
endoctriné endoctrinée
endolori endolorie
endommagé endommagée
endormant endormante
endormi endormie
endormis endormisse
endossé endossée
enduit enduite
endurant endurante
endurci endurcie
enduré endurée
enfant enfante
enfantin enfantine
enfanté enfantée
enfariné enfarinée
enfermé enfermée
enferré enferrée
enfilé enfilée
enfiévré enfiévrée
enflammé enflammée
enflé enflée
enfoiré enfoirée
enfoncé enfoncée
enfoui enfouie
enfouillé enfouillée
enfouraillé enfouraillée
enfourné enfournée
enfreint enfreinte
enfui enfuie
enfumé enfumée
engageant engageante
engagé engagée
engendrer engendreuse
engendré engendrée
englobé englobée
englouti engloutie
engloutis engloutisse
englué engluée
engoncé engoncée
engorgé engorgée
engouffré engouffrée
engourdi engourdie
engourdissant engourdissante
engoué engouée
engrais engraisse
engraissé engraissée
engrangé engrangée
engrossé engrossée
engueulé engueulée
enguirlandé enguirlandée
enhardi enhardie
enivrant enivrante
enivré enivrée
enjambé enjambée
enjolivé enjolivée
enjoué enjouée
enjôler enjôleuse
enjôleur enjôleuse
enjôlé enjôlée
enlacé enlacée
enlaidi enlaidie
enlaidis enlaidisse
enlevé enlevée
enlisé enlisée
enluminé enluminée
enneigé enneigée
ennemi ennemie
ennobli ennoblie
ennui ennuie
ennuyant ennuyante
ennuyer ennuyeuse
ennuyeux ennuyeuse
ennuyé ennuyée
enorgueillis enorgueillisse
enquiquinant enquiquinante
enquiquiner enquiquineuse
enquiquineur enquiquineuse
enquis enquise
enquêter enquêteuse
enquêteur enquêteuse
enraciné enracinée
enrageant enrageante
enragé enragée
enrayé enrayée
enregistrer enregistreuse
enregistreur enregistreuse
enregistré enregistrée
enrhumé enrhumée
enrichi enrichie
enrichis enrichisse
enrichissant enrichissante
enrobé enrobée
enroulé enroulée
enroué enrouée
enrubanné enrubannée
enrôlé enrôlée
ensablé ensablée
ensanglanté ensanglantée
ensauvagé ensauvagée
enseignant enseignante
enseigné enseignée
ensemencé ensemencée
enserré enserrée
enseveli ensevelie
ensevelis ensevelisse
ensoleillé ensoleillée
ensommeillé ensommeillée
ensorcelant ensorcelante
ensorceler ensorceleuse
ensorceleur ensorceleuse
ensorcelé ensorcelée
ensuit ensuite
ensuivi ensuivie
ensuqué ensuquée
entaché entachée
entaillé entaillée
entamé entamée
entassé entassée
entend entende
entendis entendisse
entendu entendue
enterré enterrée
enthousiasmant enthousiasmante
enthousiasmé enthousiasmée
entiché entichée
entier entière
entortillé entortillée
entour entoure
entourloupe entourloupette
entouré entourée
entr'aperçu entr'aperçue
entr'ouvert entr'ouverte
entrant entrante
entravé entravée
entraînant entraînante
entraîner entraîneuse
entraîneur entraîneuse
entraîné entraînée
entrebâillé entrebâillée
entrechoc entrechoque
entrecoupé entrecoupée
entrelacé entrelacée
entrelardé entrelardée
entremetteur entremetteuse
entremis entremise
entreposé entreposée
entreprenant entreprenante
entrepreneur entrepreneuse
entrepris entreprise
entreteneur entreteneuse
entretenu entretenue
entretien entretienne
entrevu entrevue
entrouvert entrouverte
entré entrée
entubé entubée
enturbanné enturbannée
enténébré enténébrée
entériné entérinée
entêtant entêtante
entêté entêtée
entôlé entôlée
envahi envahie
envahis envahisse
envahissant envahissante
envahisseur envahisseuse
envasé envasée
enveloppant enveloppante
enveloppé enveloppée
envenimé envenimée
envier envieuse
envieux envieuse
environ environne
environnant environnante
environnemental environnementale
environné environnée
envisagé envisagée
envié enviée
envoi envoie
envol envole
envolé envolée
envoyé envoyée
envoûtant envoûtante
envoûté envoûtée
ergo ergote
ergot ergote
ergoter ergoteuse
ergoteur ergoteuse
errant errante
erroné erronée
escalader escaladeuse
escaladeur escaladeuse
escaladé escaladée
escamoté escamotée
escarpé escarpée
esclaffé esclaffée
escompté escomptée
escorté escortée
escroc escroque
escroquer escroqueuse
esgourdé esgourdée
espacé espacée
espagnol espagnole
espagnole espagnolette
espion espionne
espionné espionnée
espéré espérée
esquif esquive
esquinté esquintée
esquissé esquissée
esquivé esquivée
essai essaie
essayé essayée
essentiel essentielle
esseulé esseulée
essor essore
essorer essoreuse
essoré essorée
essoufflé essoufflée
essuyé essuyée
est-allemand est-allemande
estampé estampée
esthéticien esthéticienne
estimé estimée
estival estivale
estivant estivante
estoc estoque
estomaqué estomaquée
estompé estompée
estonien estonienne
estourbi estourbie
estourbis estourbisse
estropié estropiée
estudiantin estudiantine
euclidien euclidienne
euphorisant euphorisante
euphorisé euphorisée
eurasien eurasienne
européen européenne
ex-amant ex-amante
ex-assistant ex-assistante
ex-champion ex-championne
ex-chanteur ex-chanteuse
ex-copain ex-copine
ex-fiancé ex-fiancée
ex-petit ex-petite
exacerbé exacerbée
exact exacte
exagérateur exagératrice
exagéré exagérée
exaltant exaltante
exalté exaltée
examinateur examinatrice
examiné examinée
exaspérant exaspérante
exaspéré exaspérée
exaucé exaucée
excavateur excavatrice
excellent excellente
excentré excentrée
exceptionnel exceptionnelle
excepté exceptée
excessif excessive
exciser exciseuse
excisé excisée
excitant excitante
excité excitée
exclamatif exclamative
exclamé exclamée
exclu exclue
exclusif exclusive
excommunié excommuniée
excrémentiel excrémentielle
excusé excusée
excédé excédée
exempt exempte
exempté exemptée
exercé exercée
exhalé exhalée
exhaussé exhaussée
exhaustif exhaustive
exhibé exhibée
exhumé exhumée
exigeant exigeante
exigé exigée
exil exile
exilé exilée
existant existante
existentiel existentielle
existé existée
exorbitant exorbitante
exorcisé exorcisée
expansif expansive
expatrié expatriée
expectatif expectative
expert experte
expirant expirante
expiré expirée
expié expiée
explicatif explicative
expliqué expliquée
exploit exploite
exploitant exploitante
exploité exploitée
explorateur exploratrice
exploré explorée
explosif explosive
explosé explosée
explétif explétive
exponentiel exponentielle
export exporte
exporté exportée
expos expose
exposant exposante
exposé exposée
express expresse
expressif expressive
exprimé exprimée
exproprié expropriée
expulsé expulsée
expurgé expurgée
expéditeur expéditrice
expéditif expéditive
expédié expédiée
expérimental expérimentale
expérimentateur expérimentatrice
expérimenté expérimentée
exquis exquise
extasié extasiée
exterminateur exterminatrice
exterminé exterminée
extincteur extinctrice
extirpé extirpée
extorqué extorquée
extra-fort extra-forte
extra-sensoriel extra-sensorielle
extra-utérin extra-utérine
extraconjugal extraconjugale
extradé extradée
extrait extraite
extrapolé extrapolée
extrasensoriel extrasensorielle
extravagant extravagante
extraverti extravertie
extroverti extrovertie
exténuant exténuante
exténué exténuée
extérieur extérieure
exubérant exubérante
exultant exultante
exécré exécrée
exécuteur exécutrice
exécutif exécutive
exécuté exécutée
fabricant fabricante
fabriqué fabriquée
fabulateur fabulatrice
fabuler fabuleuse
fabuleux fabuleuse
face facette
facial faciale
facilité facilitée
facteur factrice
facture facturette
facturier facturière
facturé facturée
facultatif facultative
facétieux facétieuse
fadas fadasse
fade fadette
fadé fadée
fagot fagote
fagoté fagotée
faiblard faiblarde
faible faiblesse
faibles faiblesse
faiblis faiblisse
faiblissant faiblissante
faignant faignante
failli faillite
faillit faillite
fainéant fainéante
faisan faisane
faisandé faisandée
faiseur faiseuse
fait faite
fallacieux fallacieuse
falot falote
falsifié falsifiée
fameux fameuse
familial familiale
familiarisé familiarisée
familier familière
famé famée
faner faneuse
fanfaron fanfaronne
fangeux fangeuse
fanon fane
fané fanée
faramineux faramineuse
faraud faraude
farceur farceuse
farci farcie
farcis farcisse
fard farde
fardé fardée
farfelu farfelue
farineux farineuse
fascinant fascinante
fasciné fascinée
fast faste
fastidieux fastidieuse
fastueux fastueuse
fatal fatale
fatigant fatigante
fatigué fatiguée
faubourien faubourienne
faucardé faucardée
faucher faucheuse
faucheur faucheuse
faucheux faucheuse
fauché fauchée
faufil faufile
faufilé faufilée
faune faunesse
faunes faunesse
faussé faussée
faustien faustienne
faut faute
fauter fauteuse
fauteur fautrice
fautif fautive
fauve fauvette
faux fausse
favori favorite
favoris favorise
favorisé favorisée
fayot fayote
façon façonne
façonné façonnée
feignant feignante
feint feinte
fellation fellationne
fellinien fellinienne
fend fende
fendillé fendillée
fendu fendue
ferme fermette
ferment fermente
fermenté fermentée
fermier fermière
fermé fermée
ferraillant ferraillante
ferrer ferreuse
ferreux ferreuse
ferronnier ferronnière
ferrugineux ferrugineuse
ferré ferrée
fertilisé fertilisée
fervent fervente
fesser fesseuse
fesseur fesseuse
fessier fessière
fessu fessue
fessé fessée
festif festive
festivalier festivalière
feston festonne
festonné festonnée
feuille feuillette
feuillet feuillette
feuilleté feuilletée
feuillu feuillue
feutré feutrée
fiancé fiancée
fibreux fibreuse
ficelé ficelée
fichais fichaise
fichu fichue
fiché fichée
fictif fictive
fieffé fieffée
fielleux fielleuse
fient fiente
fienteux fienteuse
fier fière
fignolé fignolée
figurant figurante
figuratif figurative
figuré figurée
figé figée
filandreux filandreuse
filant filante
filer fileuse
fileté filetée
fileur fileuse
filial filiale
fille fillette
filleul filleule
filmé filmée
filtré filtrée
filé filée
final finale
financier financière
financé financée
finaud finaude
fine finette
fines finesse
finet finette
fini finie
finis finisse
finissant finissante
finisseur finisseuse
finlandais finlandaise
fiscal fiscale
fissuré fissurée
fixe fixette
fixé fixée
fié fiée
fiérot fiérote
fiévreux fiévreuse
flagellé flagellée
flageolant flageolante
flagorner flagorneuse
flagorneur flagorneuse
flagrant flagrante
flair flaire
flairer flaireuse
flaireur flaireuse
flairé flairée
flamand flamande
flambant flambante
flamber flambeuse
flambeur flambeuse
flamboyant flamboyante
flambé flambée
flammé flammée
flanc flanque
flanqué flanquée
flapi flapie
flat flatte
flatter flatteuse
flatteur flatteuse
flatté flattée
flemmard flemmarde
fleur fleure
fleurdelisé fleurdelisée
fleure fleurette
fleuret fleurette
fleuri fleurie
fleuris fleurisse
flicard flicarde
flinguer flingueuse
flingueur flingueuse
flingué flinguée
flippé flippée
flirt flirte
flirter flirteuse
flirteur flirteuse
flocon floconne
floconneux floconneuse
floral florale
florentin florentine
florissant florissante
flot flotte
flottant flottante
flotté flottée
flou floue
flous flouse
floué flouée
fluctuant fluctuante
fluet fluette
fluorescent fluorescente
fluvial fluviale
flâner flâneuse
flâneur flâneuse
fléchi fléchie
fléchis fléchisse
fléché fléchée
flétri flétrie
flûté flûtée
focal focale
foetal foetale
foirer foireuse
foireux foireuse
foiré foirée
foison foisonne
foisonnant foisonnante
folichon folichonne
folle follette
follet follette
fomenté fomentée
foncer fonceuse
fonceur fonceuse
foncier foncière
fonction fonctionne
fonctionnarisé fonctionnarisée
fonctionnel fonctionnelle
foncé foncée
fond fonde
fondamental fondamentale
fondant fondante
fondateur fondatrice
fondeur fondeuse
fondu fondue
fondé fondée
font fonte
fontaine fontainette
footballeur footballeuse
footeux footeuse
forain foraine
forcené forcenée
forcé forcée
forer foreuse
forestier forestière
foreur foreuse
forgeron forgeronne
forgé forgée
formalisé formalisée
formateur formatrice
formel formelle
formid formide
formulé formulée
formé formée
fornicateur fornicatrice
fort forte
fortifié fortifiée
fortuit fortuite
fortuné fortunée
foré forée
fosse fossette
fossoyeur fossoyeuse
fou folle
fouaillé fouaillée
foudroyant foudroyante
foudroyé foudroyée
fouet fouette
fouetter fouetteuse
fouetteur fouetteuse
fouetté fouettée
foufoune foufounette
fougueux fougueuse
foui fouie
fouille fouillette
fouiller fouilleuse
fouilleur fouilleuse
fouillé fouillée
fouinard fouine
fouiner fouineuse
fouineur fouineuse
fouisseur fouisseuse
foulé foulée
fourbi fourbie
fourbu fourbue
fourche fourchette
fourchet fourchette
fourchu fourchue
fourché fourchée
fourgon fourgonne
fourgonne fourgonnette
fourgué fourguée
fourmilier fourmilière
fourmillant fourmillante
fourni fournie
fournis fournisse
fournisseur fournisseuse
fourrager fourragère
fourrier fourrière
fourré fourrée
fourvoyé fourvoyée
fout foute
foutais foutaise
foutral foutrale
foutu foutue
fracas fracasse
fracassant fracassante
fracassé fracassée
fractal fractale
fraction fractionne
fractionné fractionnée
fracturé fracturée
fragilisé fragilisée
fragment fragmente
fragmenté fragmentée
frai fraie
frais fraise
fraiser fraiseuse
fraiseur fraiseuse
franc franque
franc-comtois franc-comtoise
franc-maçon franc-maçonne
franchi franchie
franchis franchisse
franchisé franchisée
franchouillard franchouillarde
franciscain franciscaine
franco-allemand franco-allemande
