Word (M/F)                                 POS            LEMMA                    TAG       DEPENDENCY
indien, indienne	                        ADJ	       indien	                   ADJ	       ROOT
indiscret, indiscrète	                   NOUN	      indiscret	                NOUN	      ROOT
industriel, industrielle	                ADJ	       industriel	               ADJ	       ROOT
infirmier, infirmière	                   ADJ	       infirmier	                ADJ	       ROOT
informateur, informatrice	               NOUN	      informateur	              NOUN	      ROOT
informaticien, informaticienne	          ADV	       informaticien	            ADV	       ROOT
ingénieur, ingénieure	                   NOUN	      ingénieur	                NOUN	      ROOT
ingrat, ingrate	                         ADV	       ingrat	                   ADV	       ROOT
initiateur, initiatrice	                 NOUN	      initiateur	               NOUN	      ROOT
innocent, innocente	                     ADV	       innocent	                 ADV	       ROOT
inscrit, inscrite	                       VERB	      inscrire	                 VERB	      ROOT
inspecteur, inspectrice	                 NOUN	      inspecteur	               NOUN	      ROOT
inspirateur, inspiratrice	               NOUN	      inspirateur	              NOUN	      ROOT
installateur, installatrice	             NOUN	      installateur	             NOUN	      ROOT
instituteur, institutrice	               ADJ	       instituteur	              ADJ	       ROOT
instructeur, instructrice	               ADJ	       instructeur	              ADJ	       ROOT
intellectuel, intellectuelle	            ADJ	       intellectuel	             ADJ	       ROOT
interviewé, interviewée	                 NOUN	      interviewé	               NOUN	      ROOT
intervieweur, intervieweuse	             NOUN	      intervieweur	             NOUN	      ROOT
inventeur, inventrice	                   NOUN	      inventeur	                NOUN	      ROOT
invité, invitée	                         NOUN	      invité	                   NOUN	      ROOT
irlandais, irlandaise	                   ADJ	       irlandais	                ADJ	       ROOT
italien, italienne	                      ADJ	       italien	                  ADJ	       ROOT
ivrogne, ivrognesse	                     ADJ	       ivrogn	                   ADJ	       ROOT
japonais, japonaise	                     ADV	       japonais	                 ADV	       ROOT
jardinier, jardinière	                   NOUN	      jardinier	                NOUN	      ROOT
jazzman, jazzwoman	                      NOUN	      jazzman	                  NOUN	      ROOT
jeûneur, jeûneuse	                       NOUN	      jeûneur	                  NOUN	      ROOT
joaillier, joaillière	                   NOUN	      joaillier	                NOUN	      ROOT
joggeur, joggeuse	                       NOUN	      joggeur	                  NOUN	      ROOT
joueur, joueuse	                         NOUN	      joueur	                   NOUN	      ROOT
journaleux, journaleuse	                 ADJ	       journaleux	               ADJ	       ROOT
judoka, judokate	                        NOUN	      judoka	                   NOUN	      ROOT
juif, juive	                             NOUN	      juif	                     NOUN	      ROOT
jumeau, jumelle	                         ADJ	       jumeau	                   ADJ	       ROOT
karatéka, karatékate	                    NOUN	      karatéka	                 NOUN	      ROOT
kidnappé, kidnappée	                     NOUN	      kidnappé	                 NOUN	      ROOT
kidnappeur, kidnappeuse	                 NOUN	      kidnappeur	               NOUN	      ROOT
kiosquier, kiosquière	                   ADJ	       kiosquier	                ADJ	       ROOT
laboureur, laboureuse	                   NOUN	      laboureur	                NOUN	      ROOT
laid, laide	                             ADJ	       laid	                     ADJ	       ROOT
lanceur, lanceuse	                       NOUN	      lanceur	                  NOUN	      ROOT
lapin, lapine	                           NOUN	      lapin	                    NOUN	      ROOT
laveur, laveuse	                         NOUN	      laveur	                   NOUN	      ROOT
lecteur, lectrice	                       NOUN	      lecteur	                  NOUN	      ROOT
législateur, législatrice	               NOUN	      législateur	              NOUN	      ROOT
libérateur, libératrice	                 NOUN	      libérateur	               NOUN	      ROOT
licencié, licenciée	                     VERB	      licencier	                VERB	      ROOT
lièvre, hase	                            VERB	      lièvre	                   VERB	      ROOT
lion, lionne	                            PROPN	     lion	                     PROPN	     ROOT
locuteur, locutrice	                     ADV	       locuteur	                 ADV	       ROOT
loup, louve	                             ADJ	       loup	                     ADJ	       ROOT
luthier, luthière	                       ADJ	       luthier	                  ADJ	       ROOT
lycéen, lycéenne	                        NOUN	      lycéen	                   NOUN	      ROOT
maçon, maçonne	                          NOUN	      maçon	                    NOUN	      ROOT
magicien, magicienne	                    NOUN	      magicien	                 NOUN	      ROOT
magistrat, magistrate	                   NOUN	      magistrat	                NOUN	      ROOT
maïsiculteur, maïsicultrice	             NOUN	      maïsiculteur	             NOUN	      ROOT
maître, maîtresse	                       ADJ	       maître	                   ADJ	       ROOT
majeur, majeure	                         ADJ	       majeur	                   ADJ	       ROOT
mal-aimé, mal-aimée	                     ADV	       mal-aimé	                 ADV	       ROOT
maladroit, maladroite	                   NOUN	      maladroit	                NOUN	      ROOT
malchanceux, malchanceuse	               ADJ	       malchanceux	              ADJ	       ROOT
malfaiteur, malfaitrice	                 NOUN	      malfaiteur	               NOUN	      ROOT
malheureux, malheureuse	                 ADJ	       malheureux	               ADJ	       ROOT
malin, maligne	                          NOUN	      malin	                    NOUN	      ROOT
mangeur, mangeuse	                       NOUN	      mangeur	                  NOUN	      ROOT
manieur, manieuse	                       NOUN	      manieur	                  NOUN	      ROOT
maquilleur, maquilleuse	                 NOUN	      maquilleur	               NOUN	      ROOT
marathonien, marathonienne	              ADJ	       marathonien	              ADJ	       ROOT
marchand, marchande	                     NOUN	      marchand	                 NOUN	      ROOT
marcheur, marcheuse	                     NOUN	      marcheur	                 NOUN	      ROOT
masseur, masseuse	                       NOUN	      masseur	                  NOUN	      ROOT
mécanicien, mécanicienne	                NOUN	      mécanicien	               NOUN	      ROOT
méchant, méchante	                       ADJ	       méchant	                  ADJ	       ROOT
meilleur, meilleure	                     ADJ	       meilleur	                 ADJ	       ROOT
mendiant, mendiante	                     NOUN	      mendiant	                 NOUN	      ROOT
menteur, menteuse	                       NOUN	      menteur	                  NOUN	      ROOT
menuisier, menuisière	                   ADJ	       menuisier	                ADJ	       ROOT
merle, merlette	                         NOUN	      merle	                    NOUN	      ROOT
messager, messagère	                     VERB	      messager	                 VERB	      ROOT
meunier, meunière	                       ADJ	       meunier	                  ADJ	       ROOT
meurtrier, meurtrière	                   NOUN	      meurtrier	                NOUN	      ROOT
mexicain, mexicaine	                     NOUN	      mexicain	                 NOUN	      ROOT
migraineux, migraineuse	                 ADJ	       migraineux	               ADJ	       ROOT
mineur, mineure	                         NOUN	      mineur	                   NOUN	      ROOT
miraculé, miraculée	                     VERB	      miraculer	                VERB	      ROOT
moniteur, monitrice	                     ADJ	       moniteur	                 ADJ	       ROOT
montreur, montreuse	                     NOUN	      montreur	                 NOUN	      ROOT
mort, morte	                             NOUN	      mort	                     NOUN	      ROOT
motard, motarde	                         ADV	       motard	                   ADV	       ROOT
mouchard, moucharde	                     NOUN	      mouchard	                 NOUN	      ROOT
mouton, brebis	                          NOUN	      mouton	                   NOUN	      ROOT
muet, muette	                            NOUN	      muet	                     NOUN	      ROOT
musicien, musicienne	                    NOUN	      musicien	                 NOUN	      ROOT
musulman, musulmane	                     NOUN	      musulman	                 NOUN	      ROOT
nageur, nageuse	                         ADJ	       nageur	                   ADJ	       ROOT
nain, naine	                             ADJ	       nain	                     ADJ	       ROOT
navigateur, navigatrice	                 NOUN	      navigateur	               NOUN	      ROOT
néerlandais, néerlandaise	               ADV	       néerlandais	              ADV	       ROOT
négociateur, négociatrice	               ADJ	       négociateur	              ADJ	       ROOT
nettoyeur, nettoyeuse	                   ADJ	       nettoyeur	                ADJ	       ROOT
nippon, nippone	                         PRON	      nippon	                   PRON	      ROOT
nord-américain, nord-américaine	         PROPN	     nord-américain	           PROPN	     ROOT
nord-coréen, nord-coréenne	              ADJ	       nord-coréen	              ADJ	       ROOT
nouveau, nouvelle	                       ADJ	       nouveau	                  ADJ	       ROOT
noyé, noyée	                             VERB	      noyer	                    VERB	      ROOT
nul, nulle	                              ADJ	       nul	                      ADJ	       ROOT
observateur, observatrice	               NOUN	      observateur	              NOUN	      ROOT
obstiné, obstinée	                       VERB	      obstiner	                 VERB	      ROOT
occidental, occidentale	                 ADJ	       occidental	               ADJ	       ROOT
occupant, occupante	                     VERB	      occuper	                  VERB	      ROOT
officiant, officiante	                   VERB	      officier	                 VERB	      ROOT
officier, officière	                     ADJ	       officier	                 ADJ	       ROOT
ogre, ogresse	                           NOUN	      ogre	                     NOUN	      ROOT
opérateur, opératrice	                   NOUN	      opérateur	                NOUN	      ROOT
opposant, opposante	                     VERB	      opposer	                  VERB	      ROOT
orateur, oratrice	                       ADJ	       orateur	                  ADJ	       ROOT
organisateur, organisatrice	             NOUN	      organisateur	             NOUN	      ROOT
orgueilleux, orgueilleuse	               NUM	       orgueilleux	              NUM	       ROOT
original, originale	                     NOUN	      original	                 NOUN	      ROOT
orphelin, orpheline	                     NOUN	      orphelin	                 NOUN	      ROOT
ostréiculteur, ostréicultrice	           ADJ	       ostréiculteur	            ADJ	       ROOT
ours, ourse	                             NOUN	      ours	                     NOUN	      ROOT
ouvrier, ouvrière	                       ADJ	       ouvrier	                  ADJ	       ROOT
palefrenier, palefrenière	               ADJ	       palefrenier	              ADJ	       ROOT
panseur, panseuse	                       NOUN	      panseur	                  NOUN	      ROOT
papetier, papetière	                     ADJ	       papetier	                 ADJ	       ROOT
paralysé, paralysée	                     VERB	      paralyser	                VERB	      ROOT
parent, parente	                         ADV	       parent	                   ADV	       ROOT
paresseux, paresseuse	                   ADJ	       paresseux	                ADJ	       ROOT
parfumeur, parfumeuse	                   NOUN	      parfumeur	                NOUN	      ROOT
parieur, parieuse	                       NOUN	      parieur	                  NOUN	      ROOT
participant, participante	               NOUN	      participant	              NOUN	      ROOT
passager, passagère	                     NOUN	      passager	                 NOUN	      ROOT
passant, passante	                       VERB	      passer	                   VERB	      ROOT
passionné, passionnée	                   ADJ	       passionner	               ADJ	       ROOT
pasteur, pasteure	                       NOUN	      pasteur	                  NOUN	      ROOT
patient, patiente	                       NOUN	      patient	                  NOUN	      ROOT
patineur, patineuse	                     NOUN	      patineur	                 NOUN	      ROOT
pâtissier, pâtissière	                   ADV	       pâtissier	                ADV	       ROOT
patron, patronne	                        NOUN	      patron	                   NOUN	      ROOT
paysan, paysanne	                        VERB	      paysan	                   VERB	      ROOT
pécheur, pécheresse	                     NOUN	      pécheur	                  NOUN	      ROOT
pêcheur, pêcheuse	                       NOUN	      pêcheur	                  NOUN	      ROOT
pensionné, pensionnée	                   VERB	      pensionner	               VERB	      ROOT
perdant, perdante	                       VERB	      perdre	                   VERB	      ROOT
perturbateur, perturbatrice	             NOUN	      perturbateur	             NOUN	      ROOT
péteur, péteuse	                         ADJ	       péteur	                   ADJ	       ROOT
petit, petite	                           ADJ	       petit	                    ADJ	       ROOT
peureux, peureuse	                       NOUN	      peureux	                  NOUN	      ROOT
pharmacien, pharmacienne	                ADJ	       pharmacien	               ADJ	       ROOT
piégeur, piégeuse	                       NOUN	      piégeur	                  NOUN	      ROOT
piéton, piétonne	                        NOUN	      piéton	                   NOUN	      ROOT
pigeon, pigeonne	                        ADJ	       pigeon	                   ADJ	       ROOT
pipier, pipière	                         NUM	       pipier	                   NUM	       ROOT
pisseur, pisseuse	                       ADJ	       pisseur	                  ADJ	       ROOT
plaideur, plaideuse	                     NOUN	      plaideur	                 NOUN	      ROOT
pleureur, pleureuse	                     NOUN	      pleureur	                 NOUN	      ROOT
plombier, plombière	                     NOUN	      plombier	                 NOUN	      ROOT
plongeur, plongeuse	                     NOUN	      plongeur	                 NOUN	      ROOT
pochard, pocharde	                       NOUN	      pochard	                  NOUN	      ROOT
pochetron, pochetronne	                  ADV	       pochetron	                ADV	       ROOT
poète, poétesse	                         ADJ	       poète	                    ADJ	       ROOT
poissonnier, poissonnière	               VERB	      poissonnier	              VERB	      ROOT
poivrot, poivrote	                       NOUN	      poivrot	                  NOUN	      ROOT
policier, policière	                     ADJ	       policier	                 ADJ	       ROOT
politicien, politicienne	                NOUN	      politicien	               NOUN	      ROOT
pompier, pompière	                       NOUN	      pompier	                  NOUN	      ROOT
porc, truie	                             NOUN	      porc	                     NOUN	      ROOT
porcher, porchère	                       VERB	      porcher	                  VERB	      ROOT
portugais, portugaise	                   ADV	       portugais	                ADV	       ROOT
postier, postière	                       ADJ	       postier	                  ADJ	       ROOT
pouilleux, pouilleuse	                   CCONJ	     pouilleux	                CCONJ	     ROOT
poulain, pouliche	                       PROPN	     poulain	                  PROPN	     ROOT
poulet, poulette	                        ADJ	       poulet	                   ADJ	       ROOT
poursuivant, poursuivante	               VERB	      poursuivre	               VERB	      ROOT
préfet, préfète	                         NOUN	      préfet	                   NOUN	      ROOT
président, présidente	                   NOUN	      président	                NOUN	      ROOT
prêteur, prêteuse	                       NOUN	      prêteur	                  NOUN	      ROOT
prêtre, prêtresse	                       NOUN	      prêtre	                   NOUN	      ROOT
prince, princesse	                       ADJ	       princ	                    ADJ	       ROOT
principal, principale	                   ADJ	       principal	                ADJ	       ROOT
priseur, priseuse	                       NOUN	      priseur	                  NOUN	      ROOT
prisonnier, prisonnière	                 NOUN	      prisonnier	               NOUN	      ROOT
procréateur, procréatrice	               NOUN	      procréateur	              NOUN	      ROOT
producteur, productrice	                 NOUN	      producteur	               NOUN	      ROOT
professeur, professeure	                 NOUN	      professeur	               NOUN	      ROOT
professionnel, professionnelle	          ADJ	       professionnel	            ADJ	       ROOT
promeneur, promeneuse	                   NOUN	      promeneur	                NOUN	      ROOT
promis, promise	                         DET	       promis	                   DET	       ROOT
prophète, prophétesse	                   ADJ	       prophèt	                  ADJ	       ROOT
protecteur, protectrice	                 NOUN	      protecteur	               NOUN	      ROOT
protégé, protégée	                       VERB	      protéger	                 VERB	      ROOT
protestant, protestante	                 VERB	      protester	                VERB	      ROOT
provocateur, provocatrice	               NOUN	      provocateur	              NOUN	      ROOT
puîné, puînée	                           VERB	      puîner	                   VERB	      ROOT
puni, punie	                             VERB	      punir	                    VERB	      ROOT
québécois, québécoise	                   ADV	       québécois	                ADV	       ROOT
questionneur, questionneuse	             ADV	       questionneur	             ADV	       ROOT
raccommodeur, raccommodeuse	             NOUN	      raccommodeur	             NOUN	      ROOT
raconteur, raconteuse	                   NOUN	      raconteur	                NOUN	      ROOT
rameur, rameuse	                         ADJ	       rameur	                   ADJ	       ROOT
randonneur, randonneuse	                 ADJ	       randonneur	               ADJ	       ROOT
rat, rate	                               NOUN	      rat	                      NOUN	      ROOT
raté, ratée	                             NOUN	      raté	                     NOUN	      ROOT
ravisseur, ravisseuse	                   NOUN	      ravisseur	                NOUN	      ROOT
réalisateur, réalisatrice	               VERB	      réalisateur	              VERB	      ROOT
récoltant, récoltante	                   VERB	      récolter	                 VERB	      ROOT
récolteur, récolteuse	                   NOUN	      récolteur	                NOUN	      ROOT
réconciliateur, réconciliatrice	         NOUN	      réconciliateur	           NOUN	      ROOT
recordman, recordwoman	                  NOUN	      recordman	                NOUN	      ROOT
recruteur, recruteuse	                   NOUN	      recruteur	                NOUN	      ROOT
rédacteur, rédactrice	                   NOUN	      rédacteur	                NOUN	      ROOT
religieux, religieuse	                   NOUN	      religieux	                NOUN	      ROOT
remplaçant, remplaçante	                 ADV	       remplaçant	               ADV	       ROOT
renard, renarde	                         NOUN	      renard	                   NOUN	      ROOT
réparateur, réparatrice	                 NOUN	      réparateur	               NOUN	      ROOT
répondant, répondante	                   VERB	      répondre	                 VERB	      ROOT
reporteur, reportrice	                   NOUN	      reporteur	                NOUN	      ROOT
représentant, représentante	             NOUN	      représentant	             NOUN	      ROOT
républicain, républicaine	               ADJ	       républicain	              ADJ	       ROOT
résidant, résidante	                     VERB	      résider	                  VERB	      ROOT
résident, résidente	                     ADV	       résident	                 ADV	       ROOT
résigné, résignée	                       VERB	      résigner	                 VERB	      ROOT
ressortissant, ressortissante	           VERB	      ressortir	                VERB	      ROOT
restaurateur, restauratrice	             NOUN	      restaurateur	             NOUN	      ROOT
rêveur, rêveuse	                         NOUN	      rêveur	                   NOUN	      ROOT
rhumatisant, rhumatisante	               VERB	      rhumatiser	               VERB	      ROOT
richard, richarde	                       NOUN	      richard	                  NOUN	      ROOT
rieur, rieuse	                           NOUN	      rieur	                    NOUN	      ROOT
rigolo, rigolote	                        VERB	      rigolo	                   VERB	      ROOT
rival, rivale	                           NOUN	      rival	                    NOUN	      ROOT
riverain, riveraine	                     NOUN	      riverain	                 NOUN	      ROOT
riziculteur, rizicultrice	               NOUN	      riziculteur	              NOUN	      ROOT
rockeur, rockeuse	                       NOUN	      rockeur	                  NOUN	      ROOT
roi, reine	                              NOUN	      roi	                      NOUN	      ROOT
romancier, romancière	                   NOUN	      romancier	                NOUN	      ROOT
ronfleur, ronfleuse	                     NOUN	      ronfleur	                 NOUN	      ROOT
rougeaud, rougeaude	                     ADJ	       rougeaud	                 ADJ	       ROOT
roux, rousse	                            NOUN	      roux	                     NOUN	      ROOT
rugbyman, rugbywoman	                    NOUN	      rugbyman	                 NOUN	      ROOT
rusé, rusée	                             VERB	      ruser	                    VERB	      ROOT
saint, sainte	                           NOUN	      saint	                    NOUN	      ROOT
salarié, salariée	                       NOUN	      salarié	                  NOUN	      ROOT
saoulard, saoularde	                     NOUN	      saoulard	                 NOUN	      ROOT
sapeur-pompier, sapeuse-pompière	        NOUN	      sapeur	                   NOUN	      ROOT
savant, savante	                         ADJ	       savant	                   ADJ	       ROOT
savonnier, savonnière	                   ADJ	       savonnier	                ADJ	       ROOT
scieur, scieuse	                         ADJ	       scieur	                   ADJ	       ROOT
sculpteur, sculpteure	                   NOUN	      sculpteur	                NOUN	      ROOT
sculpteur, sculptrice	                   NOUN	      sculpteur	                NOUN	      ROOT
séducteur, séductrice	                   NOUN	      séducteur	                NOUN	      ROOT
semeur, semeuse	                         NOUN	      semeur	                   NOUN	      ROOT
sénateur, sénatrice	                     NOUN	      sénateur	                 NOUN	      ROOT
serveur, serveuse	                       NOUN	      serveur	                  NOUN	      ROOT
shampouineur, shampouineuse	             NOUN	      shampouineur	             NOUN	      ROOT
siffleur, siffleuse	                     NOUN	      siffleur	                 NOUN	      ROOT
singe, guenon	                           ADJ	       sing	                     ADJ	       ROOT
sinistré, sinistrée	                     VERB	      sinistrer	                VERB	      ROOT
skieur, skieuse	                         VERB	      skieur	                   VERB	      ROOT
soiffard, soiffarde	                     NOUN	      soiffard	                 NOUN	      ROOT
soigneur, soigneuse	                     NOUN	      soigneur	                 NOUN	      ROOT
soixante-huitard, soixante-huitarde	     ADJ	       soixante-huitard	         ADJ	       ROOT
soldat, soldate	                         NOUN	      soldat	                   NOUN	      ROOT
sondé, sondée	                           VERB	      sonder	                   VERB	      ROOT
soudeur, soudeuse	                       NOUN	      soudeur	                  NOUN	      ROOT
sourd, sourde	                           NOUN	      sourd	                    NOUN	      ROOT
sous-préfet, sous-préfète	               NOUN	      sous-préfet	              NOUN	      ROOT
spectateur, spectatrice	                 ADJ	       spectateur	               ADJ	       ROOT
sportif, sportive	                       ADJ	       sportif	                  ADJ	       ROOT
sprinter, sprinteuse	                    VERB	      sprinter	                 VERB	      ROOT
sud-américain, sud-américaine	           NOUN	      sud-américain	            NOUN	      ROOT
sud-coréen, sud-coréenne	                PUNCT	     sud-coréen	               PUNCT	     ROOT
suédois, suédoise	                       NOUN	      suédois	                  NOUN	      ROOT
suicidé, suicidée	                       VERB	      suicider	                 VERB	      ROOT
suisse, suissesse	                       ADJ	       suisse	                   ADJ	       ROOT
sujet, sujette	                          NOUN	      sujet	                    NOUN	      ROOT
supérieur, supérieure	                   NOUN	      supérieur	                NOUN	      ROOT
suppliant, suppliante	                   VERB	      supplier	                 VERB	      ROOT
surveillant, surveillante	               VERB	      surveiller	               VERB	      ROOT
survivant, survivante	                   VERB	      survivre	                 VERB	      ROOT
suspect, suspecte	                       NOUN	      suspect	                  NOUN	      ROOT
tailleur, tailleuse	                     ADV	       tailleur	                 ADV	       ROOT
taulard, taularde	                       NOUN	      taulard	                  NOUN	      ROOT
téléspectateur, téléspectatrice	         NOUN	      téléspectateur	           NOUN	      ROOT
tennisman, tenniswoman	                  ADJ	       tennisman	                ADJ	       ROOT
tentateur, tentatrice	                   ADJ	       tentateur	                ADJ	       ROOT
terrien, terrienne	                      ADJ	       terrien	                  ADJ	       ROOT
têtu, têtue	                             VERB	      têtu	                     VERB	      ROOT
thésard, thésarde	                       PROPN	     thésard	                  PROPN	     ROOT
tireur, tireuse	                         ADV	       tireur	                   ADV	       ROOT
tisseur, tisseuse	                       ADJ	       tisseur	                  ADJ	       ROOT
toiletteur, toiletteuse	                 NOUN	      toiletteur	               NOUN	      ROOT
toilier, toilière	                       NOUN	      toilier	                  NOUN	      ROOT
tousseur, tousseuse	                     NOUN	      tousseur	                 NOUN	      ROOT
traducteur, traductrice	                 NOUN	      traducteur	               NOUN	      ROOT
trafiquant, trafiquante	                 VERB	      trafiquer	                VERB	      ROOT
traître, traîtresse	                     ADJ	       traître	                  ADJ	       ROOT
travailleur, travailleuse	               NOUN	      travailleur	              NOUN	      ROOT
trésorier, trésorière	                   NOUN	      trésorier	                NOUN	      ROOT
tricheur, tricheuse	                     NOUN	      tricheur	                 NOUN	      ROOT
trieur, trieuse	                         NOUN	      trieur	                   NOUN	      ROOT
truand, truande	                         NOUN	      truand	                   NOUN	      ROOT
tuberculeux, tuberculeuse	               ADJ	       tuberculeux	              ADJ	       ROOT
tueur, tueuse	                           NOUN	      tueur	                    NOUN	      ROOT
turc, turque	                            ADJ	       turc	                     ADJ	       ROOT
usager, usagère	                         VERB	      usager	                   VERB	      ROOT
utilisateur, utilisatrice	               NOUN	      utilisateur	              NOUN	      ROOT
vacancier, vacancière	                   VERB	      vacancier	                VERB	      ROOT
vacher, vachère	                         VERB	      vacher	                   VERB	      ROOT
vagabond, vagabonde	                     PROPN	     vagabond	                 PROPN	     ROOT
vaincu, vaincue	                         VERB	      vaincre	                  VERB	      ROOT
végétarien, végétarienne	                ADJ	       végétarien	               ADJ	       ROOT
vendeur, vendeuse	                       NOUN	      vendeur	                  NOUN	      ROOT
vengeur, vengeresse	                     NOUN	      vengeur	                  NOUN	      ROOT
vérificateur, vérificatrice	             NOUN	      vérificateur	             NOUN	      ROOT
veuf, veuve	                             PROPN	     veuf	                     PROPN	     ROOT
vieillard, vieillarde	                   ADJ	       vieillard	                ADJ	       ROOT
vieux, vieille	                          ADJ	       vieux	                    ADJ	       ROOT
vigneron, vigneronne	                    ADV	       vigneron	                 ADV	       ROOT
vilain, vilaine	                         ADJ	       vilain	                   ADJ	       ROOT
villageois, villageoise	                 ADV	       villageois	               ADV	       ROOT
viniculteur, vinicultrice	               NOUN	      viniculteur	              NOUN	      ROOT
vioc, vioque	                            ADJ	       vioc	                     ADJ	       ROOT
visiteur, visiteuse	                     NOUN	      visiteur	                 NOUN	      ROOT
vivant, vivante	                         ADV	       vivant	                   ADV	       ROOT
voisin, voisine	                         ADV	       voisin	                   ADV	       ROOT
volé, volée	                             ADJ	       voler	                    ADJ	       ROOT
voleur, voleuse	                         NOUN	      voleur	                   NOUN	      ROOT
volleyeur, volleyeuse	                   NOUN	      volleyeur	                NOUN	      ROOT
votant, votante	                         VERB	      voter	                    VERB	      ROOT
voyageur, voyageuse	                     ADJ	       voyageur	                 ADJ	       ROOT
voyant, voyante	                         VERB	      voir	                     VERB	      ROOT
